Season,Crop Name,N (kg/ha),P₂O₅ (kg/ha),K₂O (kg/ha),pH,Moisture (%),Temp (°C),Yield Success (0-1)
Kharif,Ragi,57.81,40.5,28.76,6.1,64.09,28.62,0.7391
Rabi,Wheat,128.87,54.75,41.56,7.28,79.28,22.31,0.7639
Kharif,Cotton,139.56,63.18,69.86,7.26,73.13,33.88,0.7773
Kharif,Jowar,84.04,44.48,43.89,7.22,60.93,29.46,0.8861
Kharif,Rice,116.18,55.94,54.76,6.37,83.14,34.23,0.7492
Kharif,Jowar,85.69,43.78,44.39,6.6,64.81,29.53,0.8736
Kharif,Ragi,53.8,49.27,28.28,6.94,62.15,28.7,0.7576
Kharif,Jowar,95.85,40.35,45.2,7.81,61.78,29.1,0.7816
Kharif,Rice,117.88,41.07,44.24,6.76,93.47,30.36,0.7249
Kharif,Jowar,83.53,49.53,45.79,6.38,56.99,28.69,0.7175
Annual,Sugarcane,280.75,83.43,187.71,6.67,79.48,31.15,0.7683
Kharif,Jowar,86.94,49.87,41.79,7.77,58.73,29.99,0.7174
Annual,Sugarcane,255.45,90.5,183.17,7.1,80.91,28.52,0.7665
Kharif,Jowar,94.79,45.43,41.92,7.48,62.04,30.6,0.8198
Kharif,Cotton,141.39,67.91,63.76,7.06,73.59,31.06,0.8651
Rabi,Wheat,137.84,51.69,46.57,6.21,79.88,22.43,0.7586
Kharif,Groundnut,23.63,40.52,29.08,7.37,69.44,34.06,0.6891
Annual,Sugarcane,268.59,95.87,188.78,7.13,83.2,30.06,0.7671
Kharif,Cotton,138.78,61.47,72.28,6.59,74.25,31.02,0.8059
Kharif,Cotton,126.73,74.65,71.72,6.17,76.78,25.45,0.6669
Rabi,Wheat,128.5,50.53,46.77,6.63,78.45,21.78,0.7564
Kharif,Groundnut,20.31,40.44,26.6,6.47,68.82,26.22,0.7072
Annual,Sugarcane,268.63,97.69,182.16,7.19,76.34,29.17,0.7329
Rabi,Wheat,132.93,55.68,46.67,6,70.34,22.63,0.8377
Annual,Sugarcane,257.4,88.11,153.41,7.36,83.42,28.36,0.6828
Kharif,Ragi,55.31,47.22,26.58,6.07,74.3,29.68,0.7458
Kharif,Rice,145.56,58.63,50.09,5.77,84.93,25.23,0.6974
Kharif,Ragi,51.58,45.5,29.17,5.61,64.37,26.4,0.7034
Kharif,Ragi,54.49,45.43,27.31,7.3,66.7,27.34,0.8749
Annual,Sugarcane,265.36,76.22,159.26,7.23,78.31,29.18,0.7473
Kharif,Rice,149.94,42.8,40.67,6.37,94.18,30.91,0.6764
Kharif,Jowar,96.43,46.38,45.69,7.83,65.6,30.2,0.785
Kharif,Groundnut,21.83,40.13,29.86,6.81,74.01,31.66,0.7167
Kharif,Rice,127.33,42.23,58.37,6.8,89.57,26.91,0.7221
Rabi,Wheat,140.47,56.52,49.83,6.95,76.72,21.92,0.7753
Rabi,Wheat,142.37,50.8,49.32,6.71,70.43,24.37,0.7273
Rabi,Wheat,144.7,53.95,46.86,6.6,79.55,22.09,0.7889
Rabi,Wheat,123.37,57.79,48.01,6.57,65.04,22.34,0.7305
Kharif,Groundnut,20.38,46.28,25.48,6.6,68.77,31.16,0.7842
Annual,Sugarcane,257.19,75.49,180.08,6.71,75.94,29.58,0.6851
Rabi,Wheat,145.1,53.76,48.42,7.5,77.74,22.65,0.7197
Kharif,Ragi,50.08,44.76,25.67,7.16,60.19,26.08,0.6368
Annual,Sugarcane,294.18,75.38,166.8,7.23,79.06,28.05,0.7067
Kharif,Ragi,50.21,47.03,28.08,5.87,60.31,28.39,0.7184
Kharif,Rice,104.12,54.9,51.35,6.95,87.29,33.62,0.7379
Kharif,Cotton,131.56,65.86,63.6,7.76,76.24,32.31,0.795
Kharif,Ragi,57.41,47.01,29.41,5.8,70.17,26.61,0.7168
Annual,Sugarcane,293.52,85.14,153.66,6.51,79.27,31.32,0.7056
Kharif,Ragi,51.04,40.75,28.63,5.94,60.89,27.94,0.7029
Annual,Sugarcane,277.17,84.38,173.59,6.77,83.27,28.26,0.7917
Rabi,Wheat,139.82,57.04,40.67,6.84,78.09,23.3,0.7683
Kharif,Rice,148.96,55.43,53.33,6.23,87.55,28.69,0.8225
Kharif,Jowar,98.65,47.45,46.11,6.92,63.55,30.09,0.8306
Kharif,Groundnut,21.71,40.88,25.27,6.94,72.57,27.53,0.7256
Kharif,Rice,136.62,52.76,43.21,6.51,91.94,27.02,0.7538
Kharif,Jowar,86.35,47.83,43.51,6.82,66.83,28.19,0.7908
Kharif,Ragi,58.4,48.47,28.77,7.47,64.07,28.8,0.6909
Kharif,Jowar,96.8,44.08,46.25,7.7,64.02,27.73,0.7729
Rabi,Wheat,147.41,50.08,42.96,6.34,69.52,20.82,0.6804
Rabi,Wheat,139.79,53.41,40.39,7.08,70.46,23.72,0.7701
Kharif,Ragi,59.53,43.69,26.82,7.2,70.01,26.23,0.72
Kharif,Ragi,50.66,44.12,28.05,6.23,62.98,29.13,0.7749
Kharif,Groundnut,21.19,44.01,27.25,6.13,67.29,29.37,0.8069
Kharif,Cotton,138.02,67.47,61.1,7.37,72.42,30.37,0.827
Kharif,Ragi,57.03,49.97,28.15,6.2,71.96,27.31,0.7584
Kharif,Cotton,148.04,73.26,68.24,7.09,71.98,29.16,0.7766
Annual,Sugarcane,298.17,89.02,184.91,7.32,83.29,29.11,0.7053
Annual,Sugarcane,271.87,94.54,188.77,7.01,75.75,31.08,0.7469
Kharif,Cotton,127.57,68.21,67.68,7.28,71,25.61,0.7802
Rabi,Wheat,122.87,53.88,46.94,6.09,78.35,24.41,0.6796
Kharif,Groundnut,24.85,48.15,29.64,6.76,74.82,33,0.6664
Annual,Sugarcane,299.54,84.07,179.6,7.29,78.07,31.67,0.7052
Kharif,Cotton,148.17,64.15,73.32,7.57,72.18,31.64,0.6999
Kharif,Rice,128.8,54.84,55.63,6.65,84.79,29.62,0.8192
Annual,Sugarcane,288.45,90.93,175.59,7.49,80.49,29.55,0.8004
Kharif,Ragi,54.55,49.72,26.48,6.5,61.23,26.08,0.7302
Kharif,Cotton,147.89,70.98,61.39,7.75,74.31,30.81,0.7324
Kharif,Groundnut,23.42,43.08,28.26,6.1,65.2,25.13,0.6786
Kharif,Cotton,148.1,71.45,61.14,6.88,79.7,29.32,0.7215
Annual,Sugarcane,257.54,86.72,159.68,6.57,75.61,29.85,0.7425
Kharif,Groundnut,21.26,45.15,25.12,7.07,66.97,30.64,0.7801
Kharif,Groundnut,24.02,49.31,26.82,7.28,66.95,26.2,0.6818
Kharif,Groundnut,24.78,47.32,25.54,6.95,70.4,30.62,0.7808
Kharif,Ragi,54.26,40.09,28.46,5.93,67.51,28.1,0.8221
Kharif,Rice,102.51,53.29,47.13,5.99,91.47,28.97,0.7835
Kharif,Jowar,82.36,44.4,45.5,7.99,69.53,27.81,0.7011
Kharif,Jowar,98.62,41.69,41.06,6.16,58.22,29.65,0.6848
Rabi,Wheat,133.38,50.18,46.86,6.39,72.35,22,0.8213
Annual,Sugarcane,284.27,91.94,171.02,6.58,84.1,30.45,0.7782
Annual,Sugarcane,295.96,84.03,169.16,6.59,78.84,28.12,0.7375
Annual,Sugarcane,293.99,96.88,181.6,7.01,81.2,30.97,0.7638
Rabi,Wheat,122.98,56.85,42.2,6.04,65.46,20.09,0.6183
Rabi,Wheat,148.03,59.17,49.03,6.06,72.68,23.78,0.6696
Annual,Sugarcane,276.57,76.26,164.69,6.59,77.68,29.42,0.7665
Kharif,Ragi,51.68,44.57,25.66,6.83,69.81,28.35,0.8084
Annual,Sugarcane,267.26,76.21,161,7.26,79.27,30.1,0.8018
Kharif,Cotton,142.68,65.9,72.2,6.62,76.92,26.55,0.7766
Kharif,Ragi,55.04,43.9,27.23,5.66,65.3,26.99,0.8355
Kharif,Rice,136.53,49.77,55.07,6.51,94.43,26.81,0.7583
Annual,Sugarcane,259.52,96.42,177.9,7.39,84.52,30.21,0.7069
Kharif,Cotton,149.03,64.21,72.45,7.77,70.52,30.38,0.6836
Annual,Sugarcane,274.44,98.07,162.02,6.68,79.69,30,0.8359
Kharif,Groundnut,21.17,41.93,27.15,6.65,70.07,30.85,0.8664
Kharif,Ragi,50.76,43.09,29,6.02,70.04,28.7,0.7501
Kharif,Cotton,131.42,63.21,72.43,6.45,74.48,29.79,0.8314
Annual,Sugarcane,273.66,93.74,175.42,6.68,76.96,31.04,0.784
Kharif,Cotton,132.57,60.78,67.79,7.22,71.13,31.26,0.7989
Annual,Sugarcane,294.21,87.61,158.37,7.01,75.81,31.02,0.7728
Kharif,Groundnut,23.68,45.78,28.84,6.99,68.53,29.12,0.8372
Kharif,Groundnut,20.4,46.79,29.12,6.98,69.36,32.79,0.7634
Rabi,Wheat,140.35,53.16,40.45,6.23,69.12,21.22,0.7258
Kharif,Rice,130.09,40.49,59.18,6.93,91.13,30.93,0.6959
Kharif,Jowar,92.89,44,40.93,7.9,68.83,31.47,0.6804
Annual,Sugarcane,268.25,93.95,163.33,6.53,81.63,29.49,0.78
Kharif,Groundnut,23.81,40.62,27.4,7.11,71.66,30.64,0.8017
Kharif,Cotton,149.45,67.54,73.17,5.97,76.68,26.1,0.6928
Kharif,Jowar,93.08,41.33,41.75,7.76,65.03,31.77,0.6919
Kharif,Ragi,53.79,40.06,26.98,5.78,72.79,28.47,0.7418
Kharif,Jowar,86.89,42.97,43.51,6.35,55.68,31.33,0.7245
Kharif,Rice,126.62,54.38,41.82,6.92,94.05,34.57,0.6665
Kharif,Cotton,139.74,74.37,72.37,7.22,75.32,27.58,0.7733
Rabi,Wheat,121.4,52.9,46.48,6.54,77.16,23.5,0.7563
Kharif,Jowar,86.92,47.93,42.57,6.74,69.84,27.94,0.7298
Kharif,Ragi,56.3,44.92,27.09,6.64,72.62,28.14,0.8889
Kharif,Jowar,99.04,44.03,45.53,7.35,61.62,27.92,0.8081
Kharif,Ragi,58.84,43.11,29.2,5.9,68.37,29.25,0.7361
Kharif,Jowar,89.22,48.97,44.59,6.61,57.72,31.32,0.7742
Kharif,Rice,135.4,59.94,47.33,5.99,83.56,32.01,0.7541
Kharif,Jowar,93.87,43.55,41.82,7.14,56.77,30.22,0.7913
Kharif,Ragi,53.39,42.02,27.41,5.85,66.98,27.96,0.8589
Kharif,Groundnut,20.17,40.87,26.53,6.88,66.79,25.43,0.6771
Kharif,Ragi,58.8,45.96,29.75,5.58,63.09,27.09,0.6821
Kharif,Ragi,55.91,40.14,29.1,6.27,72.69,29.36,0.717
Rabi,Wheat,131.44,58.73,49.85,6.96,69.47,23.08,0.7609
Rabi,Wheat,136.67,58.39,47.16,6.95,70.01,24.48,0.7823
Kharif,Jowar,93.64,44.64,45.34,7.76,56.65,29.81,0.8193
Kharif,Ragi,58.07,45.41,25.68,6.91,61.45,26.79,0.7295
Rabi,Wheat,122.89,55.94,49.62,7.23,75.63,20.94,0.6999
Kharif,Cotton,145.19,74.16,66.05,6.22,73.34,31.23,0.7536
Kharif,Ragi,58.56,49.14,26.19,5.64,72.33,28,0.7027
Kharif,Ragi,58.05,43.01,26.03,7.45,72.61,29.51,0.6681
Kharif,Ragi,53.12,47.19,27.76,6.39,63.58,27.27,0.8404
Kharif,Groundnut,24.56,43.37,29.02,7.08,66.53,28.17,0.7285
Kharif,Groundnut,20.04,45.24,27.8,7.5,69.29,27.54,0.7678
Kharif,Groundnut,22.43,42.92,29.99,7.19,65.96,28.27,0.7349
Annual,Sugarcane,275.05,99.44,182.07,6.66,80.14,31,0.7693
Rabi,Wheat,147.73,58.24,49.79,6.07,70.85,24.26,0.6429
Rabi,Wheat,128.74,56.75,44.6,6.56,79.42,22.56,0.8294
Kharif,Cotton,122.14,61.45,74.26,7.39,71.8,28.92,0.6778
Annual,Sugarcane,257.76,84.23,151.51,6.77,77.39,28.87,0.7148
Rabi,Wheat,143.82,54.78,40.86,7.38,66.62,22.92,0.729
Kharif,Groundnut,21.06,43.98,26.57,7.38,67.69,33.46,0.7378
Kharif,Jowar,92.57,40.09,47.46,6.54,55.94,29.39,0.7409
Kharif,Jowar,84.18,46.36,43.96,6.58,66.16,27.33,0.7635
Annual,Sugarcane,256.84,92.37,189.63,6.89,80.87,29.26,0.7615
Annual,Sugarcane,291.71,98.97,176.06,6.94,82.82,28.47,0.7218
Kharif,Rice,106.31,54.02,50.2,6.25,81.24,25.49,0.7578
Rabi,Wheat,135.84,51.49,47.99,6.61,67.35,23.42,0.7836
Annual,Sugarcane,266.14,92.71,157.18,7.2,79.03,29.49,0.8116
Annual,Sugarcane,267.63,88.79,167.08,6.89,77.11,31.24,0.8365
Kharif,Groundnut,20.03,41.51,27.15,6.86,66.98,25.29,0.7068
Kharif,Ragi,59.09,40.25,26.6,6.36,61.92,29.68,0.679
Rabi,Wheat,146.1,51.63,43.73,7.39,74.02,23.14,0.7517
Annual,Sugarcane,286.12,79.82,150.31,6.76,83.67,30.46,0.7094
Kharif,Cotton,127.23,64.79,60.79,7.96,72.84,34.41,0.6624
Annual,Sugarcane,289.07,84.43,186.62,7.08,81.45,29.86,0.82
Kharif,Rice,109.05,58.9,46.89,5.57,92.25,25.12,0.6371
Kharif,Rice,134.5,53.21,45.68,6.07,92.5,32.03,0.7962
Kharif,Jowar,80.78,42.59,41.51,7.11,60.21,27.07,0.7092
Kharif,Rice,116.5,51.68,44.98,6.78,92.93,31.78,0.7669
Kharif,Jowar,82.79,40.33,48.92,6.54,59.23,28.04,0.6734
Kharif,Cotton,149.55,69.09,69.37,7.91,74.86,27.32,0.7572
Rabi,Wheat,141.41,53.52,45.65,7.19,72.53,23.1,0.8597
Rabi,Wheat,135.4,53.3,42.9,7.15,75.47,23.89,0.8107
Kharif,Rice,138.81,44.1,45.48,6.76,85.47,31.95,0.7554
Kharif,Cotton,141.9,69.93,61.36,6.21,75.93,34.9,0.717
Kharif,Ragi,59.86,45.68,29.26,6.55,60.32,26.18,0.6892
Annual,Sugarcane,285.72,95.8,165.62,7.46,76.14,29.7,0.7372
Rabi,Wheat,133.27,50.66,47.55,6.72,69.24,24.89,0.7563
Kharif,Cotton,123.86,64.78,73.74,7.83,79.4,26.98,0.6444
Kharif,Rice,140.43,49.07,56.82,6.7,93.33,30.21,0.7657
Rabi,Wheat,141.53,50.39,47.1,6.88,79.74,24.16,0.7017
Kharif,Rice,145.56,59.8,44.57,6.74,82.2,29.1,0.6762
Kharif,Groundnut,22.33,41.37,27.62,6.12,72.58,31.4,0.7935
Kharif,Groundnut,22.62,43,26.76,6.55,73.27,30.79,0.8481
Kharif,Cotton,133.45,74.72,72.31,7.08,76.99,33.68,0.7496
Kharif,Rice,134.12,55.7,42.05,7,81.55,34.85,0.6256
Kharif,Ragi,59.19,47.02,25.75,6.41,63.71,28.27,0.7773
Kharif,Groundnut,23.74,43.38,27.13,7.37,67.85,25.57,0.7408
Kharif,Jowar,87.67,41.46,47.4,6.33,61.53,27.74,0.7563
Kharif,Ragi,55.53,42.96,25.06,6.86,66.89,28.92,0.8007
Kharif,Jowar,86.58,48.54,42.03,7.15,65.67,31.25,0.7569
Annual,Sugarcane,288.89,89.78,156.94,7.21,78.77,31.26,0.7761
Kharif,Ragi,57.54,47.06,27.73,7.15,68.52,27.31,0.8214
Kharif,Cotton,136.34,67.96,69,7.02,71.75,29.72,0.9029
Kharif,Cotton,140.69,69.88,64.13,6.53,75.9,27.44,0.8188
Kharif,Rice,108.23,49.01,59.38,6.95,93.22,34.56,0.6403
Annual,Sugarcane,286.63,84.15,184.71,6.54,84.82,30.39,0.7044
Kharif,Ragi,50.34,45.72,28.48,5.98,65.85,28.69,0.7872
Kharif,Rice,114.61,40.75,58.2,6.22,80.73,29.4,0.7314
Kharif,Cotton,144.58,71.36,61.93,7.61,71.81,31.11,0.7165
Kharif,Groundnut,21.64,42.78,25.14,7.13,71.96,25.42,0.7044
Rabi,Wheat,141.62,58.84,43.59,7.46,65.86,22.04,0.7077
Rabi,Wheat,139.81,54.45,48.87,6.05,73.57,20.56,0.7453
Kharif,Rice,123.11,45.01,41.57,6.58,94.86,30.06,0.7624
Kharif,Ragi,57.91,41.78,29.1,5.9,66.61,27.23,0.7525
Rabi,Wheat,134.58,50.46,48.47,6.45,69.43,20.15,0.7184
Rabi,Wheat,126.15,58.52,46.91,7.14,65.39,20.66,0.6767
Kharif,Jowar,97.23,45.17,42.39,7.75,67.28,28.56,0.7465
Annual,Sugarcane,268.19,84.76,175.68,7.34,76.89,29.54,0.8077
Annual,Sugarcane,292.85,76.34,150.97,6.72,80.88,30.53,0.7034
Rabi,Wheat,149.28,52.93,48.03,6.76,78.84,24.37,0.7018
Kharif,Groundnut,20.13,42.46,26.27,6.7,68.23,34.79,0.7228
Kharif,Ragi,51.9,45.35,25.14,5.7,69.56,27.32,0.7459
Annual,Sugarcane,278.1,99.04,188.74,7.21,79.6,31.72,0.7213
Rabi,Wheat,140.36,55.35,43.74,7.2,66.38,22.22,0.8161
Kharif,Cotton,140.71,64.72,67.15,7.11,73.4,28.5,0.8659
Kharif,Jowar,94.76,44.93,49.39,8,62.91,31.14,0.7434
Kharif,Cotton,149.75,60.64,61.96,6.13,79.29,26.22,0.5874
Kharif,Rice,112.05,41.58,53.84,5.52,80,33.95,0.6244
Annual,Sugarcane,264.18,94.99,173.43,6.7,79.26,28.6,0.779
Kharif,Rice,119.15,51.71,53.15,5.58,85.61,34.61,0.7677
Kharif,Rice,120.66,59.71,48.34,5.75,87.83,25.05,0.7491
Rabi,Wheat,149.23,53.06,45.84,6.25,78.86,20.33,0.6761
Kharif,Jowar,90.11,40.14,40.57,7.26,59.17,29.91,0.7719
Annual,Sugarcane,262.97,83.9,151.63,6.98,78.13,29.37,0.7986
Kharif,Jowar,89.87,42.06,48.91,7.26,56.53,30.83,0.7524
Kharif,Jowar,95.59,41.35,42.46,7.44,58.21,27.14,0.6872
Kharif,Jowar,85.85,44.46,41.61,6.95,67.6,30.22,0.8151
Annual,Sugarcane,292.84,90.23,176.3,6.8,84.36,29.11,0.753
Kharif,Groundnut,23.95,41.72,27.25,6.6,71.59,29.52,0.8375
Kharif,Cotton,138.71,63.52,70.11,6.33,75.98,30.2,0.8433
Kharif,Jowar,83.17,43.29,47.57,7.56,63,27.93,0.7672
Kharif,Ragi,53.62,43.1,28.82,5.99,60,27.6,0.7588
Kharif,Cotton,132.6,71.74,60.66,6.3,77.58,26.72,0.7204
Kharif,Jowar,81.17,45.21,44.14,6.2,59.76,28.48,0.7775
Kharif,Groundnut,24.36,41.28,28.49,7.03,70.39,32.24,0.7681
Kharif,Rice,142.41,42.42,44.77,6.87,85.27,25.12,0.6602
Annual,Sugarcane,269.9,83.31,169.44,6.68,81.68,29.87,0.866
Kharif,Jowar,96.02,45.91,49.06,7.53,67.37,27.69,0.7084
Kharif,Groundnut,22.49,49.26,25.45,7.37,73.32,29.62,0.7298
Kharif,Rice,105.65,49.01,58.71,6.57,93.29,31.12,0.7361
Kharif,Jowar,90.91,47.71,41.23,6.73,57.37,27.64,0.7429
Kharif,Cotton,142.89,67.47,62.96,6.95,74.31,29.72,0.8854
Annual,Sugarcane,274.29,89.41,184.56,6.79,76.02,31.9,0.7437
Kharif,Rice,119.89,41.89,54.12,6.72,82.27,32.05,0.7366
Annual,Sugarcane,299.26,91.49,167.39,7.2,83.71,28.65,0.7302
Kharif,Ragi,58.45,45.2,27.79,6.99,72.88,28.8,0.7956
Kharif,Groundnut,24.69,42.05,29.2,6.51,68.57,27.18,0.7237
Kharif,Rice,129.18,44,47.5,6.22,84.77,29.39,0.8714
Kharif,Rice,128.09,44.83,59.54,6.51,87.68,25.24,0.7569
Rabi,Wheat,121.53,58.61,46.66,6.03,71.17,24.84,0.6646
Rabi,Wheat,148.25,55.4,40.63,7.37,74.44,20.06,0.6751
Kharif,Groundnut,23.05,40.69,29.61,6.58,67.61,31.35,0.7583
Rabi,Wheat,124.84,54.86,42.62,6.17,72.7,21.69,0.8079
Kharif,Ragi,59.4,43.69,27.28,6.88,68.86,27.58,0.8332
Kharif,Rice,133.51,59.18,57.45,6.39,84.49,30.2,0.7807
Kharif,Groundnut,21.23,43.89,26.02,6.8,70.97,33.73,0.8059
Annual,Sugarcane,261.36,92.78,159.39,7.04,84.84,29.07,0.749
Rabi,Wheat,144,58.34,45.82,7.29,74.44,24.93,0.7181
Kharif,Cotton,121.74,60.42,63.24,7.56,76.2,30.2,0.727
Annual,Sugarcane,250.08,90.08,189.92,6.74,83.04,29.34,0.6952
Kharif,Ragi,56.48,45.4,27.33,5.83,69.04,28.83,0.8555
Kharif,Ragi,55.01,42.83,26.56,7.11,71.59,26.67,0.7806
Kharif,Cotton,129.24,69.07,68.65,6.68,71,27.1,0.8061
Kharif,Jowar,85.41,48.33,46.64,7.03,68.89,31.5,0.7387
Annual,Sugarcane,272.3,90.57,180.42,6.64,78.49,29.08,0.8036
Kharif,Groundnut,21.28,46.43,26.24,6.65,66.62,30.76,0.8134
Kharif,Rice,137.38,42.1,56.91,5.74,92.35,31.47,0.7003
Kharif,Jowar,87.76,40.16,40.33,7.75,63.52,28.19,0.7053
Kharif,Ragi,57.08,47.35,26.37,6.14,62.49,27.13,0.7666
Kharif,Cotton,141.94,66.5,63.31,5.98,79.92,30.76,0.7394
Kharif,Rice,134.96,46.92,53.01,5.63,82.83,33.95,0.7294
Kharif,Jowar,89.74,42.98,44.69,7.7,59.9,28.9,0.8518
Kharif,Ragi,51.68,49.25,26,6.95,66.92,29.77,0.7061
Kharif,Rice,146.38,56.47,42.43,5.86,83.1,32.41,0.6793
Kharif,Cotton,120.32,62.1,62.64,7.71,79.12,29.03,0.6582
Kharif,Groundnut,23.65,40.12,26.52,6.3,69.79,25.91,0.726
Kharif,Groundnut,22,48.93,25.9,7.49,66.87,34.34,0.6578
Kharif,Jowar,91.95,49.49,43.24,7.02,57.28,28.29,0.7796
Annual,Sugarcane,253.38,99.02,151.66,7.29,80.65,31.78,0.6414
Kharif,Cotton,145.89,60.96,68.09,7.98,71.74,33.81,0.6606
Kharif,Groundnut,24.11,47.8,28.69,7.43,70.38,29.96,0.7774
Annual,Sugarcane,286.52,96.51,155.51,7.36,75.95,31.29,0.6599
Kharif,Cotton,145.37,68.79,63.12,6.56,79.51,28.89,0.76
Kharif,Rice,143.63,49.09,40.56,5.8,92.45,26.98,0.6963
Annual,Sugarcane,295.96,77.79,163.34,7.09,78.31,29.65,0.7799
Kharif,Ragi,53.29,49.12,29.9,6.05,72.36,27.95,0.7293
Annual,Sugarcane,295.74,97.12,166.98,6.88,78.17,28.22,0.7295
Kharif,Cotton,125.57,67.74,69.53,6.52,79.05,29.97,0.8256
Kharif,Rice,104.5,42.81,48.51,6.85,87.14,26.5,0.7303
Kharif,Ragi,52.49,45.85,29.84,6.2,69.9,26.05,0.7331
Kharif,Rice,101.13,43.61,55.74,5.79,83.89,34.97,0.6453
Kharif,Cotton,147.2,65.59,69.68,6.43,71.72,31.32,0.7745
Rabi,Wheat,144.85,51.18,40.08,6.69,76.5,21.98,0.7312
Kharif,Rice,140.48,50.76,40.19,6.12,94.51,29.75,0.7638
Kharif,Rice,136.11,50.81,58.09,6.88,84.62,32.13,0.7513
Annual,Sugarcane,251.29,93.31,158.12,6.64,79.11,29.16,0.7229
Annual,Sugarcane,271.4,83.3,164.72,7.19,79.76,30.48,0.8823
Annual,Sugarcane,295.69,89.94,178.32,6.85,82.19,30.44,0.8003
Kharif,Groundnut,20.82,49.81,27.65,6.99,69.21,26.03,0.7528
Kharif,Jowar,82.46,48.06,44.35,7.18,66.98,28.64,0.7819
Kharif,Cotton,144.98,70.35,64.93,6.83,70.8,31.11,0.7905
Kharif,Groundnut,22.99,43.11,27.66,6.01,71.25,26.29,0.7819
Kharif,Cotton,144.52,66.17,61.25,7.44,73.08,29.06,0.7743
Kharif,Ragi,52.63,41,26.32,6.97,67.78,29.69,0.7418
Kharif,Ragi,50.9,48.26,27.69,5.65,64.43,26.08,0.6861
Kharif,Rice,118.37,49.3,46.16,6.54,88.06,25.16,0.821
Kharif,Cotton,134.55,70.22,61.51,7,71.23,33.01,0.7801
Kharif,Jowar,84.27,43.58,47.28,6.96,65.18,30.3,0.8308
Kharif,Cotton,129.14,74.94,69.72,7.04,70.76,34.45,0.7047
Kharif,Jowar,85.09,49.85,43.64,6.73,66.46,28.72,0.7631
Kharif,Rice,107.55,48.95,45.92,6.27,80.96,29.86,0.8219
Kharif,Rice,124.34,53.47,40.12,6.4,80.07,34.69,0.7092
Kharif,Cotton,147.54,72.86,69,7.21,79.16,27.95,0.7271
Kharif,Ragi,54.25,42.4,25.32,6.05,63.19,26.78,0.7353
Kharif,Rice,134.21,51.43,56.37,6.22,94.13,25.73,0.7561
Kharif,Cotton,143.81,66.78,67.37,6.92,70.41,32.57,0.8208
Kharif,Rice,130.95,47.83,50.87,5.63,85.8,33.8,0.8037
Kharif,Jowar,97.04,42.85,43.72,6.4,58.99,29.41,0.7922
Annual,Sugarcane,292.86,90.48,158.99,6.58,76.47,31.51,0.683
Kharif,Groundnut,20.57,44.58,27.13,6.05,72.07,32.16,0.7681
Rabi,Wheat,132.41,56.48,44.33,7.41,73.11,23.86,0.8243
Rabi,Wheat,141.2,58.59,48.45,6.92,66.88,20.06,0.6856
Annual,Sugarcane,277.5,92.44,165.66,6.72,81.15,30.65,0.8477
Kharif,Cotton,136.32,71.71,67.08,6.68,71.02,27.66,0.8192
Rabi,Wheat,126.7,55.69,41.31,6.93,66.28,24.46,0.7264
Kharif,Jowar,87.51,45.79,40.26,6.21,62.63,27.46,0.7518
Kharif,Ragi,51.36,40.71,26.39,6.84,60.96,28.94,0.6907
Rabi,Wheat,138.36,55,42.66,6.59,73.39,22.38,0.9107
Kharif,Jowar,85.32,41.64,41.89,7.88,58.42,30.38,0.7052
Kharif,Groundnut,24.91,46.51,28.62,6.72,66.6,27.94,0.7628
Rabi,Wheat,122.89,55.21,49.23,7.15,73.55,24.61,0.7323
Kharif,Cotton,129.55,62.36,73.33,7.92,71.44,33.57,0.6517
Annual,Sugarcane,287.06,85.11,188.87,6.6,82.36,28.96,0.7159
Kharif,Groundnut,20.46,43.94,27.63,7.08,68.49,34.22,0.7778
Rabi,Wheat,140.89,56.7,49.06,6.33,68.52,20.58,0.7164
Kharif,Cotton,125.66,63.04,72.3,7.17,71.85,27.01,0.7224
Annual,Sugarcane,262.65,85.75,180.47,6.86,84.82,29.19,0.7661
Rabi,Wheat,122.16,58.5,41.25,6.55,68.78,20.57,0.6799
Kharif,Rice,110.65,46.41,59.83,6.44,90.1,28.74,0.7693
Kharif,Rice,145.65,50.06,53.48,5.56,93.95,27.32,0.7087
Rabi,Wheat,143.82,58.32,40.89,6.85,73.57,21.87,0.7832
Kharif,Ragi,53.7,49.34,27.23,5.76,63.35,27.06,0.7501
Kharif,Ragi,58.18,48.07,29.57,6.26,70.15,29.2,0.7274
Kharif,Cotton,149.43,62.92,60.22,5.92,77.75,33.92,0.6026
Kharif,Ragi,52.75,43.64,26.3,6,70.73,29.52,0.7589
Kharif,Groundnut,24.43,41.5,26.01,6.59,67.58,31.97,0.7367
Kharif,Cotton,125.49,67.49,72.48,5.89,70.56,26.43,0.6817
Kharif,Cotton,148.26,69.49,73.79,7.76,75.55,27.69,0.7215
Rabi,Wheat,139.23,50.57,41.64,6.72,71.62,21.04,0.7849
Kharif,Groundnut,22.56,44.88,28.67,7.24,68.53,32.55,0.8356
Kharif,Jowar,89.53,49.86,41.58,7.26,68.98,29.06,0.7497
Kharif,Jowar,85.09,41.34,41.36,7.73,56.22,29.52,0.7061
Kharif,Jowar,80.82,48.73,44.96,6.45,55.32,27.89,0.6814
Kharif,Cotton,133.71,64.27,66.8,5.96,78.88,26.8,0.76
Kharif,Cotton,142.57,63.15,74.29,7.1,77.28,31.58,0.7547
